IPT0094,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ450099D,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0092,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ450099C,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0151,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ450099B,Fisica,Linux,Linux RHEL 7,64,7.8,DSV
IPT0099,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ4500999,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0158,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ4500998,Fisica,Linux,"CentOS Linux"" VERSION=""7 (Core)""",64,"7 (Core)""",DSV
IPT0090,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ4500997,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0100,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ4500996,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0188,IPT,Infrastructure,ALF,SUPPLIER A,BLADE,CZJ4500995,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0096,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ4500994,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0098,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ4500993,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0097,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ4500992,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0195,IPT,Infrastructure,ALF,SUPPLIER A,BLADE,CZJ4500991,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0093,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ4500990,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0186,IPT,Infrastructure,ALF,SUPPLIER A,BLADE,CZJ450098Z,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0091,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ450098Y,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0200,IPT,Infrastructure,ALF,SUPPLIER A,ProLiant BL460c Gen8,CZJ450098X,Fisica,VMWARE,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0095,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ450098W,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0160,IPT,Infrastructure,NCI,SUPPLIER A,PROLIANT BL460C G8 upto 3.10GHZ/10MB,CZJ450098V,Fisica,Linux,Linux RHEL 7,64,7.8,DSV
IPT0067,IPT,Infrastructure,ALF,SUPPLIER A,BLADE,CZJ35106CF,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0061,IPT,Infrastructure,ALF,SUPPLIER A,BLADE,CZJ35106CC,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0065,IPT,Infrastructure,ALF,SUPPLIER A,BLADE,CZJ35106CB ,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
IPT0156,IPT,Infrastructure,ALF,SUPPLIER A,ProLiant BL460c Gen8,CZJ2511H1R,Virtual,Linux,Linux RHEL 7,64,7.8,DSV
IPT0047,IPT,Infrastructure,ALF,SUPPLIER A,BLADE,CZJ2511H1R,Fisica,Vmware,VMware ESXi 5.5.0 build-2718055,64,5.5.0 build-2718055,PRD
